Second,Millisecond,Depth (inches),Rate (CPM),Release Velocity (MM/S),Valid/Invalid
1584,292,1.391,117,260,Valid
1584,812,1.253,122,219,Valid
1585,308,1.172,120,144,Valid
1585,788,1.399,120,239,Valid
1586,292,1.256,120,220,Valid
1586,788,1.173,119,190,Valid
1587,300,1.138,119,173,Valid
1587,812,1.206,111,200,Valid
1588,340,1.168,119,167,Valid
1588,836,1.092,120,145,Valid
1589,316,1.13,120,171,Valid
1589,860,1.123,108,185,Valid
1590,365,1.093,122,165,Valid
1590,869,1.142,117,184,Valid
1591,389,1.148,113,180,Valid
1591,909,1.279,119,192,Valid
1592,405,1.206,120,171,Valid
1592,925,1.349,113,183,Valid
1593,429,1.326,117,191,Valid
1593,989,1.309,110,185,Valid
1594,517,1.346,110,250,Valid
1595,53,1.384,113,203,Valid
1595,557,1.439,117,221,Valid
1596,101,1.419,113,193,Valid
1596,597,1.465,115,304,Valid
1597,173,1.384,107,262,Valid
1597,733,1.411,111,239,Valid
1598,517,1.998,74,337,Valid
1599,557,1.588,60,205,Valid
1600,85,1.592,102,172,Valid
1600,534,1.329,136,174,Valid
1601,62,1.262,115,206,Valid
1601,598,1.267,111,219,Valid
1602,46,1.17,133,190,Valid
1602,574,1.126,113,180,Valid
1603,78,1.173,119,215,Valid
1603,566,1.163,120,205,Valid
1604,46,1.145,127,197,Valid
1604,534,1.076,122,171,Valid
1605,30,1.192,115,213,Valid
1605,526,1.165,125,183,Valid
1606,38,1.085,120,160,Valid
1606,542,1.11,115,176,Valid
1607,62,1.032,117,150,Valid
1607,582,1.016,113,157,Valid
1608,86,0.904,125,138,Valid
1608,542,0.979,122,168,Valid
1609,30,1.029,127,188,Valid
1609,519,1.003,125,166,Valid
1609,999,1.047,120,168,Valid
1610,487,1.12,120,200,Valid
1610,975,1.109,125,174,Valid
1611,535,0.992,108,149,Valid
1612,647,1.219,53,247,Valid
1613,655,1.157,60,160,Valid
1614,143,1.142,119,161,Valid
1614,615,1.026,127,165,Valid
1615,111,1.118,122,191,Valid
1615,575,1.072,131,141,Valid
1616,47,1.093,122,167,Valid
1616,543,1.042,125,155,Valid
1616,991,1.052,133,156,Valid
1617,495,1.15,117,188,Valid
1617,983,1.173,125,185,Valid
1618,568,0.931,105,132,Valid
1618,872,0.763,182,144,Valid
1619,400,1.086,110,224,Valid
1620,32,1.407,98,255,Valid
1620,528,1.194,125,217,Valid
1621,8,1.144,122,162,Valid
1621,488,1.264,120,172,Valid
1621,992,1.164,117,161,Valid
1622,464,1.093,129,192,Valid
1622,952,1.121,125,227,Valid
1623,480,1.18,113,222,Valid
1623,976,1.155,117,183,Valid
1624,480,1.213,117,216,Valid
1625,16,1.25,113,216,Valid
1625,504,1.243,125,214,Valid
1626,24,1.238,113,196,Valid
1626,544,1.26,115,207,Valid
1627,64,1.345,111,235,Valid
1627,569,1.364,122,211,Valid
1628,57,1.437,119,245,Valid
1628,577,1.366,120,226,Valid
1629,81,1.345,117,207,Valid
1629,585,1.357,117,220,Valid
1630,121,1.362,111,210,Valid
1630,649,1.357,113,225,Valid
1631,185,1.228,115,184,Valid
1631,697,1.215,113,217,Valid
1632,241,0.872,122,200,Valid
1632,889,1.37,97,72,Valid
1633,209,1.203,144,121,Valid
1634,17,1.585,74,320,Valid
1637,154,3.589,19,542,Valid
1639,258,3.374,29,379,Valid
1639,730,2.139,113,135,Valid
1640,218,1.528,115,243,Valid
1640,786,1.35,111,260,Valid
1641,266,1.336,120,253,Valid
1641,810,1.46,108,152,Valid
1642,354,1.763,110,288,Valid
1642,810,1.569,125,299,Valid
1643,346,1.268,129,262,Valid
1643,914,1.327,105,96,Valid
1644,450,1.781,113,209,Valid
1644,874,1.602,120,300,Valid
1645,458,1.293,119,236,Valid
1646,515,1.659,56,207,Valid
1646,987,1.971,120,295,Valid
1647,419,1.622,125,385,Valid
1648,483,1.417,58,168,Valid
1648,947,1.484,115,107,Valid
1649,507,1.594,113,166,Valid
1649,987,1.627,122,342,Valid
1651,579,1.636,38,240,Valid
1652,67,1.486,122,191,Valid
1652,739,1.363,88,212,Valid
1653,763,1.3,56,205,Valid
1654,379,1.255,101,192,Valid
1655,11,1.388,92,129,Valid
1655,500,1.419,119,228,Valid
1656,12,1.286,122,228,Valid
1656,556,1.264,111,186,Valid
1657,28,1.231,125,192,Valid
1657,596,1.152,113,98,Valid
1658,124,1.251,107,212,Valid
1658,668,0.993,122,177,Valid
1659,180,1.13,104,147,Valid
1659,700,1.249,115,178,Valid
1660,204,1.178,119,168,Valid
1660,732,1.115,117,167,Valid
1661,260,1.153,111,148,Valid
1661,716,1.162,129,187,Valid
1662,204,1.07,131,195,Valid
1662,812,1.143,96,134,Valid
1663,332,1.151,111,189,Valid
1663,820,1.002,129,175,Valid
1664,301,1.005,120,178,Valid
1665,37,1.1,78,200,Valid
1665,533,1.097,120,187,Valid
1666,525,1.037,64,165,Valid
1667,13,0.832,120,229,Valid
1667,549,1.182,110,211,Valid
1668,61,1.64,115,244,Valid
1668,517,1.677,125,295,Valid
1669,85,1.733,108,330,Valid
1669,629,1.77,110,358,Valid
1670,197,1.659,108,337,Valid
1670,733,1.868,108,288,Valid
1671,221,1.893,119,325,Valid
1671,781,1.693,111,295,Valid
1672,309,1.624,111,212,Valid
1672,805,1.663,117,241,Valid
1673,326,1.371,129,206,Valid
1673,854,1.727,102,360,Valid
1674,422,1.699,105,328,Valid
1674,982,1.51,117,247,Valid
1675,494,1.7,110,222,Valid
1676,14,1.742,111,273,Valid
1676,550,1.711,111,302,Valid
1677,102,1.524,115,255,Valid
1677,630,1.645,107,254,Valid
1678,174,1.557,111,243,Valid
1678,686,1.492,117,268,Valid
1679,206,1.558,115,261,Valid
1679,734,1.674,111,309,Valid
1680,278,1.64,115,294,Valid
1680,822,1.433,110,239,Valid
1681,310,1.291,122,218,Valid
1681,806,1.418,117,234,Valid
1682,334,1.509,113,265,Valid
1682,854,1.423,119,234,Valid
1683,359,1.42,119,255,Valid
1683,879,1.447,113,188,Valid
1684,383,1.438,119,237,Valid
1684,919,1.522,108,264,Valid
1685,439,1.6,117,274,Valid
1685,959,1.573,117,291,Valid
1686,471,1.625,117,266,Valid
1686,983,1.587,119,246,Valid
1687,479,1.618,119,255,Valid
1687,975,1.54,120,240,Valid
1688,503,1.409,113,208,Valid
1689,15,1.447,117,259,Valid
1689,519,1.4,119,196,Valid
1690,23,1.438,115,280,Valid
1690,567,1.205,122,192,Valid
1691,55,1.23,113,161,Valid
1691,567,1.277,113,194,Valid
1692,87,1.21,122,197,Valid
1692,608,1.462,108,306,Valid
1693,168,1.265,117,151,Valid
1693,680,1.362,110,213,Valid
1694,200,1.095,125,152,Valid
1694,696,1.219,108,174,Valid
1695,520,1.798,72,293,Valid
1696,88,1.538,115,265,Valid
1696,592,1.53,113,198,Valid
1697,56,1.593,122,205,Valid
1697,616,1.706,110,239,Valid
1698,144,1.58,113,233,Valid
1698,680,1.462,113,213,Valid
1699,200,1.5,111,218,Valid
1699,768,1.613,107,235,Valid
1700,304,1.583,111,229,Valid
1700,832,1.46,113,223,Valid
1701,353,1.526,111,211,Valid
1701,889,1.497,113,199,Valid
1702,425,1.418,115,191,Valid
1702,945,1.468,110,217,Valid
1703,505,1.409,110,199,Valid
1704,57,1.565,108,215,Valid
1704,577,1.51,115,246,Valid
1705,153,1.616,107,203,Valid
1705,689,1.537,107,204,Valid
1706,233,1.484,110,210,Valid
1706,769,1.438,115,207,Valid
1707,321,1.464,104,210,Valid
1707,849,1.404,119,197,Valid
1708,361,1.382,113,192,Valid
1708,889,1.361,115,196,Valid
1709,401,1.362,117,214,Valid
1709,929,1.369,113,229,Valid
1710,458,1.424,111,237,Valid
1710,978,1.438,117,228,Valid
1711,498,1.461,115,227,Valid
1711,994,1.453,120,233,Valid
1712,498,1.501,119,233,Valid
1713,34,1.537,110,236,Valid
1713,570,1.534,113,251,Valid
1714,106,1.489,113,223,Valid
1714,650,1.666,108,263,Valid
1715,178,1.605,111,249,Valid
1715,730,1.667,110,248,Valid
1716,250,1.695,111,238,Valid
1716,770,1.577,120,216,Valid
1717,282,1.53,117,195,Valid
1717,810,1.362,110,170,Valid
1718,322,1.486,115,276,Valid
1718,866,1.615,111,247,Valid
1719,395,1.662,113,241,Valid
1719,939,1.698,110,243,Valid
1720,451,1.671,117,257,Valid
1720,979,1.551,117,224,Valid
1721,515,1.54,110,213,Valid
1722,43,1.474,115,182,Valid
1722,563,1.612,111,252,Valid
1723,107,1.743,110,300,Valid
1723,651,1.702,111,251,Valid
1724,179,1.555,117,213,Valid
1724,699,1.551,111,207,Valid
1725,219,1.547,111,204,Valid
1725,715,1.559,120,231,Valid
1726,251,1.663,113,266,Valid
1726,787,1.621,115,268,Valid
1727,323,1.602,108,267,Valid
1727,851,1.681,113,263,Valid
1728,388,1.676,111,227,Valid
1728,916,1.641,111,241,Valid
1729,452,1.404,120,184,Valid
1729,964,1.63,110,291,Valid
1730,508,1.593,113,234,Valid
1731,20,1.663,111,287,Valid
1731,572,1.584,111,254,Valid
1732,92,1.568,117,205,Valid
1732,604,1.664,113,253,Valid
1733,108,1.506,125,246,Valid
1733,628,1.377,119,161,Valid
1734,140,1.615,108,270,Valid
1734,652,1.563,120,264,Valid
1735,156,1.432,120,198,Valid
1735,660,1.406,115,158,Valid
1747,742,1.601,4,329,Valid
1748,326,1.778,107,235,Valid
1748,846,1.919,111,258,Valid
1749,342,1.881,119,295,Valid
1749,862,1.747,117,279,Valid
1750,374,1.724,117,255,Valid
1750,870,1.719,120,242,Valid
1751,382,1.817,115,247,Valid
1751,894,1.816,117,258,Valid
1752,406,1.773,117,277,Valid
1752,902,1.764,120,265,Valid
1753,406,1.863,115,247,Valid
1758,823,1.622,11,263,Valid
1759,383,1.684,115,213,Valid
1759,887,1.954,115,276,Valid
1760,383,1.911,119,330,Valid
1760,895,1.739,120,306,Valid
1761,407,1.814,115,288,Valid
1761,903,1.959,115,307,Valid
1762,415,1.948,117,317,Valid
1762,959,1.968,111,312,Valid
1763,495,1.972,113,309,Valid
1764,39,1.853,111,244,Valid
1764,551,1.964,113,337,Valid
1765,95,1.875,115,300,Valid
1765,623,2.025,107,297,Valid
1766,127,2.081,119,347,Valid
1766,688,2.046,108,294,Valid
1767,224,1.829,115,259,Valid
1767,744,1.838,113,244,Valid
1768,280,1.896,110,276,Valid
1768,808,1.903,113,302,Valid
1769,368,1.958,105,303,Valid
1769,912,1.988,113,275,Valid
1770,432,1.947,113,281,Valid
1770,968,2.021,113,303,Valid
1771,504,2.213,110,335,Valid
1772,40,2.104,113,324,Valid
1772,584,1.927,113,296,Valid
1773,88,1.996,113,276,Valid
1773,624,2.06,113,294,Valid
1774,160,1.946,113,292,Valid
1774,688,2.016,110,305,Valid
1775,264,2.112,107,310,Valid
1775,793,1.766,119,245,Valid
1776,297,1.786,111,231,Valid
1776,817,1.823,115,251,Valid
1777,353,1.882,110,262,Valid
1777,897,1.891,111,287,Valid
1778,465,1.992,105,305,Valid
1779,9,1.991,108,295,Valid
1779,553,1.927,111,284,Valid
1780,105,2.067,108,278,Valid
1780,633,2.1,111,311,Valid
1781,177,2.005,113,284,Valid
1781,737,2.064,107,273,Valid
1782,298,2.038,104,291,Valid
1782,858,1.881,111,276,Valid
1783,377,1.888,111,243,Valid
1783,897,1.914,115,271,Valid
1784,434,1.946,110,274,Valid
1784,970,1.885,113,277,Valid
1785,514,1.843,108,262,Valid
1786,42,1.826,115,263,Valid
1786,570,1.885,111,257,Valid
1787,98,1.879,115,261,Valid
1787,634,1.83,111,230,Valid
1788,154,1.688,115,216,Valid
1788,666,1.64,117,200,Valid
1789,202,1.799,113,238,Valid
1789,706,1.737,117,250,Valid
1790,218,1.68,119,239,Valid
1790,722,1.73,117,222,Valid
1791,226,1.67,117,215,Valid
1791,746,1.724,115,227,Valid
1792,274,1.79,113,265,Valid
1792,818,1.883,110,283,Valid
1793,371,1.91,110,288,Valid
1793,899,1.934,113,278,Valid
1794,427,1.965,113,300,Valid
1794,963,1.929,111,255,Valid
1795,499,1.933,110,257,Valid
1796,43,1.972,111,262,Valid
1796,563,1.891,115,266,Valid
1797,123,1.956,107,266,Valid
1797,659,1.969,110,280,Valid
1798,211,1.998,108,293,Valid
1798,763,1.877,111,261,Valid
1799,291,1.876,111,252,Valid
1799,859,2.074,107,288,Valid
1800,363,1.915,117,285,Valid
1800,915,1.897,108,265,Valid
1801,435,1.93,115,255,Valid
1801,939,1.853,117,224,Valid
1802,460,1.895,115,257,Valid
1802,980,1.887,117,252,Valid
1803,508,1.826,115,248,Valid
1804,20,1.751,119,231,Valid
1804,532,1.914,111,263,Valid
1805,100,1.983,110,249,Valid
1805,612,1.896,113,307,Valid
1806,156,1.923,110,272,Valid
1806,676,1.743,119,208,Valid
1807,180,1.756,115,208,Valid
1807,692,1.765,117,212,Valid
1808,220,1.749,113,241,Valid
1808,756,1.492,117,188,Valid
1812,805,1.407,14,176,Valid
1813,453,1.304,102,136,Valid
1813,965,1.522,122,187,Valid
1814,469,1.453,113,259,Valid
1815,21,1.155,110,178,Valid
1815,525,1.345,110,188,Valid
1816,69,1.39,107,202,Valid
1816,669,1.435,102,225,Valid
1817,205,1.336,115,214,Valid
1817,773,1.312,105,192,Valid
1818,325,1.209,108,151,Valid
1818,885,1.166,102,161,Valid
1819,429,1.131,113,178,Valid
1819,989,1.153,107,200,Valid
1820,557,1.136,104,186,Valid
1821,101,1.142,113,197,Valid
1821,638,1.151,107,192,Valid
1822,174,1.144,117,191,Valid
1822,734,1.166,104,175,Valid
1823,334,1.172,102,149,Valid
1823,862,1.205,108,220,Valid
1824,510,1.282,96,176,Valid
1825,86,1.006,108,144,Valid
1825,606,0.995,108,140,Valid
1826,150,1.072,108,159,Valid
1826,726,0.968,104,135,Valid
1827,270,0.95,110,142,Valid
1827,814,0.991,111,150,Valid
1828,342,1.001,111,157,Valid
1828,910,0.974,105,147,Valid
1829,446,0.966,113,151,Valid
1830,22,1.014,104,147,Valid
1830,583,1.014,104,153,Valid
1831,119,1.013,113,164,Valid
1831,671,1.058,108,160,Valid
1832,239,1.013,105,165,Valid
1832,791,0.957,111,144,Valid
1833,303,0.998,113,126,Valid
1833,863,1.004,107,143,Valid
1834,407,0.962,110,114,Valid
1834,975,0.966,105,107,Valid
1835,519,0.976,108,145,Valid
1836,71,1.054,111,157,Valid
1836,591,1.087,113,174,Valid
1837,135,1.057,111,170,Valid
1837,703,1.053,105,153,Valid
1838,287,1.101,104,156,Valid
1838,839,0.984,110,147,Valid
1839,352,1.005,113,157,Valid
1839,912,1.09,107,163,Valid
1840,448,1.079,111,171,Valid
1841,48,1.187,100,174,Valid
1841,672,1.232,97,174,Valid
1842,272,1.246,97,174,Valid
1842,920,1.292,92,174,Valid
1843,592,1.312,89,181,Valid
1844,216,1.2,96,168,Valid
1844,864,1.287,94,192,Valid
1845,528,1.317,90,184,Valid
1846,168,1.319,94,184,Valid
1846,800,1.28,91,163,Valid
1847,448,1.3,92,173,Valid
1848,64,1.211,97,177,Valid
1848,689,1.245,96,185,Valid
1849,369,1.257,89,161,Valid
1850,1,1.114,93,147,Valid
1850,609,1.14,98,161,Valid
1851,265,1.243,93,174,Valid
1851,881,1.232,98,167,Valid
1852,521,1.295,90,197,Valid
1853,153,1.331,98,182,Valid
1853,777,1.216,94,137,Valid
1854,417,1.261,92,181,Valid
1855,65,1.288,94,163,Valid
1855,737,1.3,88,181,Valid
1856,337,1.159,100,199,Valid
1856,953,1.134,96,140,Valid
1857,554,1.137,100,159,Valid
1858,186,1.258,96,183,Valid
1858,786,1.286,97,187,Valid
1859,386,1.298,100,181,Valid
1859,994,1.31,98,200,Valid
1860,594,1.29,101,170,Valid
1861,210,1.347,97,187,Valid
1861,810,1.317,100,172,Valid
1862,402,1.328,100,200,Valid
1862,986,1.354,104,204,Valid
1863,626,1.392,96,168,Valid
1864,202,1.362,100,206,Valid
1864,842,1.37,94,190,Valid
1865,450,1.392,100,181,Valid
1866,82,1.411,94,188,Valid
1866,682,1.391,98,187,Valid
1867,282,1.362,100,163,Valid
1867,891,1.412,98,179,Valid
1868,491,1.375,100,179,Valid
1869,115,1.434,97,202,Valid
1869,739,1.335,94,152,Valid
1870,347,1.368,100,171,Valid
1870,947,1.332,97,190,Valid
1871,555,1.242,100,131,Valid
1872,147,1.193,101,146,Valid
1872,731,1.159,101,152,Valid
1873,363,1.174,94,162,Valid
1873,947,1.168,104,162,Valid
1874,595,1.205,93,164,Valid
1875,219,1.054,94,115,Valid
1875,827,1.071,97,176,Valid
1876,476,0.915,96,108,Valid
1877,60,0.888,100,135,Valid
1877,660,0.908,98,141,Valid
1878,284,0.89,97,129,Valid
1878,908,0.904,96,120,Valid
1879,508,0.847,98,102,Valid
1880,148,0.851,92,123,Valid
1880,764,0.874,98,132,Valid
1881,396,0.903,94,113,Valid
1882,20,1.036,97,163,Valid
1882,660,0.935,94,123,Valid
1883,260,1.041,98,182,Valid
1883,852,1.03,102,142,Valid
1884,452,1.094,100,170,Valid
1885,44,0.955,101,130,Valid
1885,573,1.008,110,163,Valid
1886,173,0.977,101,143,Valid
1886,733,0.956,107,164,Valid
1887,317,0.936,101,135,Valid
1887,941,1.004,100,126,Valid
1888,493,1.031,105,142,Valid
1889,109,1.052,97,147,Valid
1889,693,1.033,101,157,Valid
1890,325,1.095,97,160,Valid
1890,909,1.049,101,156,Valid
1891,549,1.113,94,158,Valid
1892,157,1.103,101,155,Valid
1892,789,1.122,91,163,Valid
1893,373,1.145,104,184,Valid
1893,973,1.11,98,147,Valid
1894,550,1.06,102,133,Valid
1895,142,1.096,102,157,Valid
1895,790,1.115,93,156,Valid
1896,422,1.139,97,148,Valid
1897,14,1.122,97,160,Valid
1897,646,1.135,94,164,Valid
1898,270,1.143,96,167,Valid
1898,902,1.201,97,167,Valid
1899,494,1.167,100,162,Valid
1900,70,1.115,102,151,Valid
1900,662,1.187,101,186,Valid
1901,302,1.208,96,150,Valid
1901,902,1.205,98,158,Valid
1902,510,1.172,98,146,Valid
1903,78,1.161,104,163,Valid
1903,694,1.163,100,139,Valid
1904,270,1.127,100,145,Valid
1904,879,1.062,104,129,Valid
1905,495,1.082,94,145,Valid
1906,55,1.037,104,149,Valid
1906,647,1.057,102,151,Valid
1907,255,1.075,100,126,Valid
1907,839,1.137,104,151,Valid
1908,431,1.161,101,144,Valid
1909,15,1.091,101,111,Valid
1909,567,1.091,107,152,Valid
1910,135,1.037,107,125,Valid
1910,727,1.076,100,137,Valid
1911,319,1.068,101,123,Valid
1911,911,1.071,104,134,Valid
1912,495,1.053,100,126,Valid
1913,95,1.044,100,121,Valid
1913,672,1.028,104,130,Valid
1914,264,1.038,100,134,Valid
1914,840,1.067,105,150,Valid
1915,480,1.082,94,143,Valid
1916,24,1.068,108,155,Valid
1916,600,1.067,102,146,Valid
1917,176,1.126,105,151,Valid
1917,792,1.089,97,137,Valid
1918,376,1.075,104,151,Valid
1918,960,1.092,101,135,Valid
1919,552,1.072,100,133,Valid
1920,136,1.064,102,134,Valid
1920,728,1.06,104,130,Valid
1921,328,1.081,102,123,Valid
1921,888,1.039,102,145,Valid
1922,505,1.084,100,153,Valid
1923,121,1.061,97,133,Valid
1923,713,1.032,101,109,Valid
1924,273,0.997,105,117,Valid
1924,897,1.042,98,121,Valid
1925,473,1.071,102,145,Valid
1926,73,1.091,100,151,Valid
1926,705,1.079,94,111,Valid
1927,257,0.984,105,128,Valid
1927,857,0.954,101,121,Valid
1928,449,0.988,102,132,Valid
1929,49,0.984,98,132,Valid
1929,681,1.023,97,122,Valid
1930,289,1.049,98,125,Valid
1930,913,1.07,96,126,Valid
1931,490,1.041,101,125,Valid
1932,58,1.021,102,116,Valid
1932,674,1.089,101,110,Valid
1933,226,1.062,107,120,Valid
1933,794,1.068,105,142,Valid
1934,410,1.103,101,133,Valid
1935,10,1.119,96,135,Valid
1935,618,1.115,100,140,Valid
1936,186,1.06,102,126,Valid
1936,746,1,108,116,Valid
1937,314,0.987,105,115,Valid
1937,850,0.952,110,126,Valid
1938,394,0.917,111,114,Valid
1941,763,0.885,17,122,Valid
1942,307,1.025,117,134,Valid
1942,891,1.206,107,159,Valid
1943,467,1.171,105,130,Valid
1944,3,1.04,104,128,Valid
1944,587,1.034,101,125,Valid
1945,171,1.02,105,137,Valid
1945,779,1.123,100,153,Valid
1946,355,1.129,102,161,Valid
1946,939,1.138,102,168,Valid
1947,555,1.135,97,142,Valid
1948,163,1.172,100,151,Valid
1948,739,1.13,102,141,Valid
1949,316,1.115,104,148,Valid
1949,948,1.178,97,154,Valid
1950,524,1.072,105,124,Valid
1956,988,1.037,9,153,Valid
1957,532,1.15,111,136,Valid
1958,92,1.204,110,163,Valid
1958,644,1.177,107,151,Valid
1959,204,1.159,107,161,Valid
1959,789,1.14,102,137,Valid
1960,381,1.181,101,141,Valid
1960,925,1.134,105,136,Valid
1961,509,1.18,105,147,Valid
1962,77,1.137,104,136,Valid
1962,669,1.174,105,146,Valid
1963,261,1.185,100,142,Valid
1963,829,1.145,107,140,Valid
1964,429,1.182,100,141,Valid
1965,5,1.134,104,124,Valid
1965,597,1.147,101,129,Valid
1966,165,1.104,102,133,Valid
1966,773,1.157,102,135,Valid
1967,373,1.129,98,139,Valid
1967,949,1.047,104,136,Valid
1970,38,0.935,28,137,Valid
1970,598,1.029,115,138,Valid
1971,118,1.011,108,140,Valid
1971,678,1.116,110,156,Valid
1972,254,1.125,102,161,Valid
1972,910,1.253,96,167,Valid
1973,542,1.262,94,140,Valid
1974,174,1.329,96,177,Valid
1974,806,1.279,93,148,Valid
1975,430,1.249,97,143,Valid
1976,46,1.234,96,150,Valid
1976,670,1.209,96,138,Valid
1977,327,1.263,92,142,Valid
1977,935,1.293,100,142,Valid
1978,511,1.307,100,159,Valid
1979,143,1.293,97,139,Valid
1979,767,1.264,98,147,Valid
1980,415,1.186,92,125,Valid
1981,39,1.244,93,150,Valid
1981,599,1.186,104,149,Valid
1982,223,1.167,97,147,Valid
1982,823,1.134,97,155,Valid
1983,415,1.139,101,148,Valid
1984,23,1.034,101,126,Valid
1987,824,1.103,15,165,Valid
1988,352,1.085,115,147,Valid
1988,888,1.189,110,169,Valid
1989,472,1.277,105,184,Valid
1990,0,1.155,107,151,Valid
1990,576,1.064,107,140,Valid
1991,144,1.136,104,154,Valid
1991,744,1.076,102,150,Valid
1992,296,0.944,113,121,Valid
1995,944,0.932,16,167,Valid
1996,513,1.116,108,145,Valid
1997,57,1.235,110,194,Valid
1997,633,1.341,107,209,Valid
1998,161,1.283,108,205,Valid
1998,729,1.159,107,157,Valid
1999,281,1.272,105,185,Valid
1999,849,1.326,105,189,Valid
2000,409,1.282,108,183,Valid
2000,993,1.261,105,159,Valid
2001,561,1.237,104,148,Valid
2002,137,1.247,105,144,Valid
2002,689,1.266,107,153,Valid
2003,257,1.271,105,175,Valid
2003,841,1.216,101,158,Valid
2004,401,1.216,108,178,Valid
2004,961,1.237,107,170,Valid
2005,514,1.245,107,173,Valid
2006,114,1.338,102,195,Valid
2006,682,1.236,105,183,Valid
2007,226,1.197,108,178,Valid
2007,786,1.278,107,174,Valid
2008,346,1.369,107,207,Valid
2008,906,1.284,107,187,Valid
2009,490,1.252,102,153,Valid
2010,66,1.313,104,178,Valid
2010,658,1.35,102,183,Valid
2011,258,1.328,98,187,Valid
2011,850,1.345,102,182,Valid
2012,434,1.31,100,182,Valid
2013,2,1.247,107,159,Valid
2013,618,1.305,100,164,Valid
2014,202,1.263,100,171,Valid
2014,803,1.301,101,167,Valid
2015,355,1.295,105,178,Valid
2015,963,1.285,101,156,Valid
2016,539,1.3,101,178,Valid
2017,107,1.313,107,174,Valid
2017,675,1.288,105,165,Valid
2018,283,1.305,100,156,Valid
2018,859,1.213,101,162,Valid
2027,396,1.161,7,160,Valid
2027,916,1.139,125,155,Valid
2028,420,1.366,113,174,Valid
2028,956,1.395,115,174,Valid
2029,468,1.424,113,215,Valid
2030,4,1.353,115,193,Valid
2030,548,1.368,108,172,Valid
2031,100,1.505,108,196,Valid
2031,612,1.448,111,190,Valid
2032,180,1.441,107,186,Valid
2032,740,1.374,108,172,Valid
2033,284,1.403,110,188,Valid
2033,861,1.369,104,182,Valid
2034,445,1.279,105,151,Valid
2034,989,1.305,107,174,Valid
2035,557,1.325,107,172,Valid
2036,117,1.334,107,170,Valid
2036,693,1.291,102,166,Valid
2037,245,1.264,108,171,Valid
2037,829,1.12,105,129,Valid
2038,813,1.042,58,142,Valid
2039,309,1.195,127,177,Valid
2039,885,1.354,107,174,Valid
2040,421,1.295,108,175,Valid
2040,973,1.28,108,159,Valid
2041,533,1.322,108,140,Valid
2042,69,1.3,110,163,Valid
2042,654,1.345,105,159,Valid
2043,206,1.319,107,149,Valid
2043,774,1.365,105,165,Valid
2044,310,1.326,110,158,Valid
2044,886,1.321,105,160,Valid
2045,430,1.278,111,146,Valid
2045,990,1.353,107,180,Valid
2046,534,1.418,108,191,Valid
2047,62,1.229,119,161,Valid
2047,566,1.203,115,144,Valid
2048,102,1.152,110,126,Valid
2048,614,1.14,115,117,Valid
2049,142,1.182,115,146,Valid
2049,646,1.103,122,151,Valid
2050,150,1.138,115,142,Valid
2050,694,1.191,110,161,Valid
2051,254,1.221,107,168,Valid
2051,791,1.256,111,163,Valid
2052,367,1.313,105,153,Valid
2052,959,1.329,101,147,Valid
2053,519,1.351,107,168,Valid
2054,55,1.29,110,173,Valid
2054,607,1.297,108,147,Valid
2055,191,1.339,104,133,Valid
2055,775,1.354,102,174,Valid
2056,343,1.262,102,159,Valid
2056,951,1.298,100,147,Valid
2057,535,1.305,104,138,Valid
2058,103,1.268,105,132,Valid
2058,655,1.257,105,140,Valid
2059,239,1.25,104,138,Valid
2059,791,1.255,108,138,Valid
2060,344,1.215,108,136,Valid
2060,936,1.252,102,123,Valid
2061,472,1.177,108,130,Valid
2061,992,1.175,115,133,Valid
2062,536,1.207,111,169,Valid
2063,88,1.117,111,142,Valid
2063,624,1.162,108,143,Valid
2064,184,1.2,108,141,Valid
2064,704,1.198,111,162,Valid
2065,296,1.229,104,170,Valid
2065,848,1.256,107,178,Valid
2066,416,1.273,105,167,Valid
2066,968,1.207,107,157,Valid
2067,520,1.175,108,138,Valid
2068,80,1.215,110,148,Valid
2068,656,1.286,104,146,Valid
2069,216,1.332,107,178,Valid
2069,761,1.134,111,158,Valid
2070,281,1.163,111,136,Valid
2070,873,1.16,100,157,Valid
2088,234,0.942,3,114,Valid
2088,835,0.93,125,93,Valid
2089,259,0.803,117,167,Valid
2090,795,0.795,39,132,Valid
2091,275,0.801,115,131,Valid
2091,835,0.684,113,123,Valid
2092,371,0.703,113,96,Valid
2093,515,0.676,51,108,Valid
2094,723,0.62,52,95,Valid
2095,259,0.631,105,95,Valid
2095,755,0.649,115,112,Valid
2096,307,0.645,107,125,Valid
2110,725,0.675,4,174,Valid
2111,253,0.763,117,140,Valid
2111,725,0.737,119,125,Valid
2112,333,0.645,100,99,Valid
2112,885,0.683,108,125,Valid
2113,429,0.677,113,131,Valid
2114,13,0.667,102,109,Valid
2114,533,0.663,111,108,Valid
2115,93,0.628,105,127,Valid
2115,653,0.663,108,130,Valid
2116,205,0.719,105,136,Valid
2116,782,0.761,104,128,Valid
2117,302,0.91,110,195,Valid
2117,910,0.909,108,162,Valid
2118,502,0.942,98,132,Valid
2119,86,0.928,100,147,Valid
2119,686,0.789,105,165,Valid
2120,246,0.779,105,142,Valid
2120,790,0.853,105,175,Valid
2121,358,0.929,107,167,Valid
2124,870,0.964,17,175,Valid
2125,335,1.053,122,215,Valid
2125,839,1.116,125,197,Valid
2126,359,1.281,111,208,Valid
2126,839,1.191,122,193,Valid
2127,359,1.195,115,207,Valid
